2020;F;4658818.67
2020;M;4158596.41
2019;M;21263060.52
2019;F;24266754.11
2018;F;24212170.50
2018;M;21189322.39
2017;M;21301382.98
2017;F;24119523.88
2016;F;23956108.75
2016;M;21252581.10
2015;M;21246294.29
2015;F;24076809.57
